Symbol,Name,Sector,Industry,Exchange
HLI,"Houlihan Lokey, Inc.",Finance,Investment Managers,nyse
HOV,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,nyse
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts,nyse
HPQ,HP Inc.,Technology,Computer Manufacturing,nyse
HSBC,HSBC Holdings plc,Finance,Savings Institutions,nyse
HMI,Huami Corporation,Technology,Computer Manufacturing,nyse
HNP,"Huaneng Power International, Inc.",Public Utilities,Electric Utilities: Central,nyse
HUBB,Hubbell Inc,Capital Goods,Electrical Products,nyse
HUBS,"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software,nyse
HBM,Hudbay Minerals Inc.,Basic Industries,Precious Metals,nyse
HUD,Hudson Ltd.,Consumer Services,Department/Specialty Retail Stores,nyse
HPP,"Hudson Pacific Properties, Inc.",Finance,Real Estate,nyse
HUM,Humana Inc.,Health Care,Medical Specialities,nyse
HCFT,"Hunt Companies Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
HII,"Huntington Ingalls Industries, Inc.",Capital Goods,Marine Transportation,nyse
HUN,Huntsman Corporation,Basic Industries,Major Chemicals,nyse
HUYA,HUYA Inc.,Technology,"Computer Software: Programming, Data Processing",nyse
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts,nyse
HY,"Hyster-Yale Materials Handling, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,nyse
IAA,"IAA, Inc.",Consumer Durables,Automotive Aftermarket,nyse
IAG,Iamgold Corporation,Basic Industries,Precious Metals,nyse
IBN,ICICI Bank Limited,Finance,Commercial Banks,nyse
IDA,"IDACORP, Inc.",Public Utilities,Electric Utilities: Central,nyse
IEX,IDEX Corporation,Capital Goods,Fluid Controls,nyse
IDT,IDT Corporation,Public Utilities,Telecommunications Equipment,nyse
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",nyse
ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components,nyse
IMAX,Imax Corporation,Miscellaneous,Industrial Machinery/Components,nyse
ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production,nyse
IHC,Independence Holding Company,Finance,Life Insurance,nyse
IRT,"Independence Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
IFN,"India Fund, Inc. (The)",,,nyse
IBA,"Industrias Bachoco, S.A. de C.V.",Consumer Non-Durables,Meat/Poultry/Fish,nyse
INFY,Infosys Limited,Technology,EDP Services,nyse
ING,"ING Group, N.V.",Finance,Commercial Banks,nyse
ISG,"ING Group, N.V.",Finance,Commercial Banks,nyse
IR,Ingersoll-Rand plc (Ireland),Capital Goods,Auto Parts:O.E.M.,nyse
NGVT,Ingevity Corporation,Basic Industries,Major Chemicals,nyse
INGR,Ingredion Incorporated,Consumer Non-Durables,Packaged Foods,nyse
IIPR,"Innovative Industrial Properties, Inc.",Finance,Real Estate,nyse
IPHI,Inphi Corporation,Technology,Semiconductors,nyse
INSI,Insight Select Income Fund,,,nyse
NSP,"Insperity, Inc.",Technology,Professional Services,nyse
INSP,"Inspire Medical Systems, Inc.",Health Care,Medical/Dental Instruments,nyse
IBP,"Installed Building Products, Inc.",Basic Industries,Homebuilding,nyse
INST,"Instructure, Inc.",Technology,Computer Software: Prepackaged Software,nyse
ITGR,Integer Holdings Corporation,Miscellaneous,Industrial Machinery/Components,nyse
I,Intelsat S.A.,Consumer Services,Telecommunications Equipment,nyse
ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service,nyse
IHG,Intercontinental Hotels Group,Consumer Services,Hotels/Resorts,nyse
IFS,Intercorp Financial Services Inc.,Finance,Commercial Banks,nyse
IBM,International Business Machines Corporation,Technology,Computer Manufacturing,nyse
IFF,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,nyse
IFFT,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,nyse
IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation,nyse
IP,International Paper Company,Basic Industries,Paper,nyse
INSW,"International Seaways, Inc.",Consumer Services,Marine Transportation,nyse
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising,nyse
INXN,InterXion Holding N.V.,Technology,"Computer Software: Programming, Data Processing",nyse
IPI,"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse
IVC,Invacare Corporation,Health Care,Industrial Specialties,nyse
VBF,Invesco Bond Fund,,,nyse
VCV,Invesco California Value Municipal Income Trust,,,nyse
VTA,Invesco Credit Opportunities Fund,,,nyse
IHIT,Invesco High Income 2023 Target Term Fund,,,nyse
IHTA,Invesco High Income 2024 Target Term Fund,,,nyse
VLT,Invesco High Income Trust II,,,nyse
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,nyse
OIA,Invesco Municipal Income Opportunities Trust,,,nyse
VMO,Invesco Municipal Opportunity Trust,,,nyse
VKQ,Invesco Municipal Trust,,,nyse
VPV,Invesco Pennsylvania Value Municipal Income Trust,,,nyse
IVZ,Invesco Plc,Finance,Investment Managers,nyse
IQI,Invesco Quality Municipal Income Trust,,,nyse
VVR,Invesco Senior Income Trust,,,nyse
VTN,Invesco Trust  for Investment Grade New York Municipal,,,nyse
VGM,Invesco Trust for Investment Grade Municipals,,,nyse
IIM,Invesco Value Municipal Income Trust,,,nyse
IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts,nyse
NVTA,Invitae Corporation,Health Care,Medical Specialities,nyse
INVH,Invitation Homes Inc.,Finance,Real Estate,nyse
IO,Ion Geophysical Corporation,Energy,Oil & Gas Production,nyse
IQV,"IQVIA Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nyse
IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts,nyse
IRS,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding,nyse
ICL,Israel Chemicals Shs,Basic Industries,Agricultural Chemicals,nyse
STAR,iStar Inc.,Consumer Services,Real Estate Investment Trusts,nyse
ITCB,Ita? CorpBanca,Finance,Commercial Banks,nyse
ITUB,Itau Unibanco Banco Holding SA,Finance,Major Banks,nyse
ITT,ITT Inc.,Capital Goods,Fluid Controls,nyse
IVH,Ivy High Income Opportunities Fund,,,nyse
JPM,J P Morgan Chase & Co,Finance,Major Banks,nyse
JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants,nyse
JILL,"J. Jill, Inc.",Consumer Non-Durables,Apparel,nyse
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,nyse
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,nyse
JBL,Jabil Inc.,Technology,Electrical Products,nyse
JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,nyse
JAG,Jagged Peak Energy Inc.,Energy,Oil & Gas Production,nyse
JHX,James Hardie Industries plc.,Capital Goods,Building Materials,nyse
JHG,Janus Henderson Group plc,Finance,Investment Managers,nyse
JOF,Japan Smaller Capitalization Fund Inc,,,nyse
JBGS,JBG SMITH Properties,Consumer Services,Real Estate Investment Trusts,nyse
JEF,Jefferies Financial Group Inc.,Finance,Investment Bankers/Brokers/Service,nyse
JELD,"JELD-WEN Holding, Inc.",Basic Industries,Forest Products,nyse
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
JT,Jianpu Technology Inc.,Technology,"Computer Software: Programming, Data Processing",nyse
JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors,nyse
JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,nyse
JMPB,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,nyse
JMPD,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,nyse
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,nyse
BTO,John Hancock Financial Opportunities Fund,,,nyse
HEQ,John Hancock Hedged Equity & Income Fund,,,nyse
JHS,John Hancock Income Securities Trust,,,nyse
JHI,John Hancock Investors Trust,,,nyse
HPF,John Hancock Pfd Income Fund II,,,nyse
HPI,John Hancock Preferred Income Fund,,,nyse
HPS,John Hancock Preferred Income Fund III,,,nyse
PDT,John Hancock Premium Dividend Fund,,,nyse
HTD,John Hancock Tax Advantaged Dividend Income Fund,,,nyse
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,,,nyse
JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,nyse
JCI,Johnson Controls International plc,Consumer Services,Other Consumer Services,nyse
JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate,nyse
JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,nyse
JMIA,Jumia Technologies AG,Consumer Services,Catalog/Specialty Distribution,nyse
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,nyse
JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services,nyse
JE,"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission,nyse
LRN,K12 Inc,Consumer Services,Other Consumer Services,nyse
KAI,Kadant Inc,Technology,Industrial Machinery/Components,nyse
KDMN,"Kadmon Holdings, Inc.",Health Care,Major Pharmaceuticals,nyse
KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties,nyse
KSU,Kansas City Southern,Transportation,Railroads,nyse
KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,nyse
KMF,"Kayne Anderson Midstream Energy Fund, Inc",,,nyse
KYN,Kayne Anderson MLP/Midstream Investment Company,,,nyse
KB,KB Financial Group Inc,Finance,Commercial Banks,nyse
KBH,KB Home,Capital Goods,Homebuilding,nyse
KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical,nyse
FRAC,"Keane Group, Inc.",Energy,Oilfield Services/Equipment,nyse
K,Kellogg Company,Consumer Non-Durables,Packaged Foods,nyse
KEM,Kemet Corporation,Capital Goods,Electrical Products,nyse
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,nyse
KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components,nyse
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,nyse
KEN,Kenon Holdings Ltd.,Public Utilities,Electric Utilities: Central,nyse
KDP,Keurig Dr Pepper Inc.,Consumer Non-Durables,Beverages (Production/Distribution),nyse
KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment,nyse
KEY,KeyCorp,Finance,Major Banks,nyse
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components,nyse
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,nyse
KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production,nyse
KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging,nyse
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,nyse
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution,nyse
KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers,nyse
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals,nyse
KEX,Kirby Corporation,Consumer Services,Marine Transportation,nyse
KL,Kirkland Lake Gold Ltd.,Basic Industries,Precious Metals,nyse
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,nyse
KKR,KKR & Co. Inc.,Finance,Investment Managers,nyse
KIO,KKR Income Opportunities Fund,,,nyse
KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts,nyse
KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services,nyse
KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services,nyse
KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,nyse
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,nyse
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,nyse
PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances,nyse
KTB,"Kontoor Brands, Inc.",Consumer Non-Durables,Apparel,nyse
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products,nyse
KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,nyse
KF,"Korea Fund, Inc. (The)",,,nyse
KFY,Korn Ferry,Technology,Diversified Commercial Services,nyse
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,nyse
KRA,Kraton Corporation,Basic Industries,Major Chemicals,nyse
KR,Kroger Company (The),Consumer Services,Food Chains,nyse
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,nyse
KT,KT Corporation,Public Utilities,Telecommunications Equipment,nyse
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,nyse
LHX,"L3Harris Technologies, Inc.",Capital Goods,Industrial Machinery/Components,nyse
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,nyse
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,nyse
LAIX,LAIX Inc.,Consumer Services,Other Consumer Services,nyse
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,nyse
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,nyse
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,nyse
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,nyse
LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,nyse
LGI,Lazard Global Total Return and Income Fund,,,nyse
LAZ,Lazard Ltd.,Finance,Investment Managers,nyse
LOR,"Lazard World Dividend & Income Fund, Inc.",,,nyse
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,nyse
LCII,LCI Industries,Capital Goods,Auto Parts:O.E.M.,nyse
LEAF,Leaf Group Ltd.,Technology,EDP Services,nyse
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,nyse
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines,nyse
LGC,Legacy Acquisition Corp.,Finance,Business Services,nyse
LM,"Legg Mason, Inc.",Finance,Investment Managers,nyse
LMHA,"Legg Mason, Inc.",Finance,Investment Managers,nyse
LMHB,"Legg Mason, Inc.",Finance,Investment Managers,nyse
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings,nyse
JBK,Lehman ABS Corporation,Finance,Finance: Consumer Services,nyse
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services,nyse
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services,nyse
KTP,Lehman ABS Corporation,Finance,Finance: Consumer Services,nyse
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,nyse
LEJU,Leju Holdings Limited,Finance,Real Estate,nyse
LC,LendingClub Corporation,Miscellaneous,Business Services,nyse
LEN,Lennar Corporation,Basic Industries,Homebuilding,nyse
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,nyse
LHC,Leo Holdings Corp.,Consumer Services,Movies/Entertainment,nyse
LEVI,Levi Strauss & Co,Consumer Non-Durables,Apparel,nyse
LXP,Lexington Realty Trust,,,nyse
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components,nyse
USA,Liberty All-Star Equity Fund,,,nyse
ASG,"Liberty All-Star Growth Fund, Inc.",,,nyse
LBRT,Liberty Oilfield Services Inc.,Energy,Oilfield Services/Equipment,nyse
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts,nyse
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution,nyse
LNC,Lincoln National Corporation,Finance,Life Insurance,nyse
LIN,Linde plc,Basic Industries,Major Chemicals,nyse
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,nyse
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing",nyse
LINX,Linx S.A.,Technology,Computer Software: Prepackaged Software,nyse
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,nyse
LAC,Lithium Americas Corp.,Basic Industries,Precious Metals,nyse
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,nyse
LTHM,Livent Corporation,Basic Industries,Major Chemicals,nyse
RAMP,"LiveRamp Holdings, Inc.",Technology,EDP Services,nyse
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks,nyse
SCD,LMP Capital and Income Fund Inc.,,,nyse
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,nyse
L,Loews Corporation,Finance,Property-Casualty Insurers,nyse
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Capital Goods,Building Materials,nyse
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products,nyse
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials,nyse
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,nyse
LKSD,"LSC Communications, Inc.",Miscellaneous,Publishing,nyse
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,nyse
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,nyse
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals,nyse
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,nyse
WLH,Lyon William Homes,Capital Goods,Homebuilding,nyse
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,nyse
MTB,M&T Bank Corporation,Finance,Major Banks,nyse
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,nyse
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding,nyse
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,nyse
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts,nyse
MFD,Macquarie First Trust Global,,,nyse
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,,,nyse
MIC,Macquarie Infrastructure Corporation,Energy,Oil Refining/Marketing,nyse
BMA,Macro Bank Inc.,Finance,Commercial Banks,nyse
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,nyse
MCN,Madison Covered Call & Equity Strategy Fund,,,nyse
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution,nyse
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.,nyse
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors,nyse
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas Production,nyse
MHLA,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,nyse
MHNC,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,nyse
MAIN,Main Street Capital Corporation,,,nyse
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,,,nyse
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals,nyse
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,nyse
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks,nyse
MN,"Manning & Napier, Inc.",Finance,Investment Managers,nyse
MAN,ManpowerGroup,Technology,Professional Services,nyse
MFC,Manulife Financial Corp,Finance,Life Insurance,nyse
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production,nyse
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies,nyse
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate,nyse
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,nyse
MPX,Marine Products Corporation,Capital Goods,Marine Transportation,nyse
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores,nyse
MKL,Markel Corporation,Finance,Property-Casualty Insurers,nyse
